"","exchange_idx","student_text","teacher_text","ground_truth","prediction","correct","Technique","model"
"1359",9,"I don’t know what you all was talking about.","And put the date on there. You fill in the date already he sure is. They told you it gonna be done e","Low","Low","True","Few-shot","GPT-5"
"1360",10,"That’s what I’m going to do.","All right, guys.  Shh.  Shh.  Tonight, you’re going to work on practice book 22.4.  all of it.  All ","Low","Low","True","Few-shot","GPT-5"
"1361",11,"List all of the factors of 96.","Student K?","Low","Low","True","Few-shot","GPT-5"
"1362",12,"I earned $245.00 in two weeks.  How much did I earn each day?","Student C?","Low","Low","True","Few-shot","GPT-5"
"1363",13,"An obtuse angle is more than 90 degrees.","Why don’t we put our pencils down and just do some brainstorming, and then we’ll go back through it?","Low","Low","True","Few-shot","GPT-5"
"1364",14,"4 hours and 5 minutes.","And we put a zero there.  Student Z, we put a zero there ‘cause it’s our first 5.  If you did it, go","Low","Low","True","Few-shot","GPT-5"
"1365",15,"The same thing at the bottom?","Student D, multiply 12 times four.  Here.","Low","Low","True","Few-shot","GPT-5"
"1366",16,"I was writing let me see.","Parallel sides, right angles, squares, rhombus.","Low","Low","True","Few-shot","GPT-5"
"1367",17,"I didn’t get that.","Now this is – I’m saying this assuming that was your answer. That’s just an example.","Low","Low","True","Few-shot","GPT-5"
"1368",18,"I don’t remember that.","And when we played Close to 100, which strategy did we discover?  What do we try to make in the tens","Low","Mid","False","Few-shot","GPT-5"
"1369",19,"Small number on top means it’s time to stop.  Borrow from the left.  It won’t be called theft.  Cros","Oh, I’m so excited.  Sixteen minus seven equals, Student D?","Low","Mid","False","Few-shot","GPT-5"
"1370",20,"I’m doing the work. I’m doing the work on this.","So addition asks for a total and this says how many right. So I’m noticing the language as just not ","Low","Low","True","Few-shot","GPT-5"
"1371",21,"So you want us to go to number four?","12:20, and then all of a sudden you went to 1:00.  That’s not an hour.  That’s 40 minute.  So in ord","Low","Low","True","Few-shot","GPT-5"
"1372",22,"So, is this my number or –","He’s gonna finish rolling all the way across.  Keep going. You’re gonna roll the next two.  You all ","Low","Mid","False","Few-shot","GPT-5"
"1373",23,"Do we do improper and a mixed number?","I like what I’m seeing.  How we doing?","Low","Low","True","Few-shot","GPT-5"
"1374",24,"It’s not a prime number,","What is 21? Seven times three, so that means 21 is?","Low","High","False","Few-shot","GPT-5"
"1375",25,"Or from greatest to least.","Student J.","Low","Low","True","Few-shot","GPT-5"
"1376",26,"1 out of 3. I saw what is that? And another 1 out of 3.","And if you all want to have him actually build some of the ones after he finishes with that page you","Low","Low","True","Few-shot","GPT-5"
"1377",27,"Why does it have a comma?","Read this number for me, Student K.","Low","Low","True","Few-shot","GPT-5"
"1378",28,"Wow, N is doing a good job.","I’m going to leave part of this as a template for you for your own paper.  We are going to take some","Low","Low","True","Few-shot","GPT-5"
"1379",29,"How does that look like a 10?","All right, so now we have to do our coordinates and let’s put our parentheses in.  You will get to t","Low","Low","True","Few-shot","GPT-5"
"1380",30,"Say the multiplication tables for the number 8.","Ready, set, go.","Low","Mid","False","Few-shot","GPT-5"
"1381",31,"Oh, that’s what we’re doing.","And over here red, green.","Low","Low","True","Few-shot","GPT-5"
"1382",32,"You subtract all of them.","What did I do to get the quotient?","Low","Mid","False","Few-shot","GPT-5"
"1383",33,"He thinks it goes from one-half and it keeps on going until it gets to smaller pieces, smaller.  We’","So what do you need from me?","Low","Mid","False","Few-shot","GPT-5"
"1384",34,"What did we get for number 12?","Yeah.","Low","Low","True","Few-shot","GPT-5"
"1385",35,"The person who did the wrong one, they did 50 times 3 when they were supposed to do 50 times 24.","So I’m thinking that we need a way to keep track of our work, that everybody who’s having their prob","Low","Mid","False","Few-shot","GPT-5"
"1386",36,"A number that can’t go lower–","What are the only two numbers that can go into a prime number, Student O?","Low","Mid","False","Few-shot","GPT-5"
"1387",37,"Wait, what were the names?","But you’re going to have to think of the rule that will help that work because you’re going to have ","Low","Low","True","Few-shot","GPT-5"
"1388",38,"The first step is 8 times 10.","Who can give me a story context for 18 times 14?  Just like we talked about here, 3 trees, 9 apples.","Low","Low","True","Few-shot","GPT-5"
"1389",39,"Because the base of it is a hexagon.","Student K?","Low","Low","True","Few-shot","GPT-5"
"1390",40,"I know some of it.","And we can also study the two multiplication problems, 11 times 11 and 11 times 12.  That’s a little","Low","Low","True","Few-shot","GPT-5"
"1391",41,"So you take away Tino’s and you multiply Val’s?","Every single time that we did – we did this times – well, we changed this up so much.  When we did t","Low","Mid","False","Few-shot","GPT-5"
"1392",42,"130 – I think it’s 130.","So what’s the question?","Low","Low","True","Few-shot","GPT-5"
"1393",43,"Area of a parallelogram is base times height.","Area of a, and I’m sorry, my drawings aren’t too great today. Especially that one.","Low","Low","True","Few-shot","GPT-5"
"1394",44,"Is this like this?  Is it multiplied by [four]?","Hmm?","Low","Low","True","Few-shot","GPT-5"
"1395",45,"[As soon as] she puts 300, two times.","Okay, so this, Student N, about trying to keep track of your pieces.  In the array here, I’m gonna s","Low","High","False","Few-shot","GPT-5"
"1396",46,"The rule is to add three to the input.","I don’t hearing sharing at this table yet.  You have to share. Let’s go.  Quickly.  You got by 11.  ","Low","Low","True","Few-shot","GPT-5"
"1397",47,"I got 36 cubic centimeters.","Number five, Student M?","Low","Low","True","Few-shot","GPT-5"
"1398",48,"Subtract the whole numbers.  That’ll give you 1.  I think you multiply the fraction –","Wait a minute.","Low","Low","True","Few-shot","GPT-5"
"1399",49,"The weeks in a year.","What else should you round?","Low","Mid","False","Few-shot","GPT-5"
"1400",50,"He as gonna spell the full name.","It’s not exactly see how it’s like in the middle your ordered pair has to be exactly on the corner, ","Low","Low","True","Few-shot","GPT-5"
"1401",51,"4 times 2 times 3 equals blank.","Blank.  That’s right.  That’s your number sentence.","Mid","Mid","True","Few-shot","GPT-5"
"1402",52,"Because 12 inches equals 1 foot.","Excellent.  So we really started talking about measurement.  In addition to that – this table – Stud","Mid","Low","False","Few-shot","GPT-5"
"1403",53,"We did 40 times 30.","Student J did 40 times –","Mid","High","False","Few-shot","GPT-5"
"1404",54,"So 95, that’s Sunday, Monday, Tuesday, Wednesday, Thursday, Friday, Saturday.","Okay.  What’s the question?","Mid","Mid","True","Few-shot","GPT-5"
"1405",55,"– it says like it’s a segment that goes through the center to another edge?","Mm-hmm.","Mid","Low","False","Few-shot","GPT-5"
"1406",56,"Like, it has two pairs of parallel sides or congruent sides.","Right, exactly.  And, you know, beware.  You know, this trapezoid, you know, stole candy out of my b","Mid","Low","False","Few-shot","GPT-5"
"1407",57,"Six times six times two.","For what?","Mid","Mid","True","Few-shot","GPT-5"
"1408",58,"Well I lined all the numbers up.","All right, read it for me.","Mid","Mid","True","Few-shot","GPT-5"
"1409",59,"Four fifths – no, 80 percent.","How come you can’t put it there?","Mid","Mid","True","Few-shot","GPT-5"
"1410",60,"4 into 20 goes 5 times.","Then what?","Mid","Mid","True","Few-shot","GPT-5"
"1411",61,"Yeah, the 40 on top.","I like to call it a 40, right?  So the 8 stayed in the ones column and the 40 went over to the…","Mid","High","False","Few-shot","GPT-5"
"1412",62,"I was showing them my way.","Okay.  Where is your formula for the parallelogram?","Mid","Low","False","Few-shot","GPT-5"
"1413",63,"Yes.  You have five-tenths.","No.  Pretend this isn’t there.  Do I have any tenths when I have –?","Mid","Mid","True","Few-shot","GPT-5"
"1414",64,"I have 14.  Who has three times eight?","Three times eight.","Mid","Low","False","Few-shot","GPT-5"
"1415",65,"Round 2,875 to the nearest thousand.","Good.  All right.  Anybody have problems with that?  Student H, how about the next one?","Mid","Low","False","Few-shot","GPT-5"
"1416",66,"You cut it in half.","This way or this way?","Mid","High","False","Few-shot","GPT-5"
"1417",67,"Sometimes they go by thousands.","Yeah, and you know what, when we’re in decimals, because these aren’t even whole numbers, all of my ","Mid","Mid","True","Few-shot","GPT-5"
"1418",68,"Will you write it on the board?","No.","Mid","Low","False","Few-shot","GPT-5"
"1419",69,"I know 30 plus 30.","30 plus 30?","Mid","Mid","True","Few-shot","GPT-5"
"1420",70,"It’s asking you to do subtract.","How do you know that?","Mid","High","False","Few-shot","GPT-5"
"1421",71,"1,574 divided by 4.","What’s my first step to solve that division problem?","Mid","High","False","Few-shot","GPT-5"
"1422",72,"If you have 15 and 3 circles.","Leave 15 here?","Mid","Mid","True","Few-shot","GPT-5"
"1423",73,"The difference between the two numbers.","The difference between the –","Mid","Mid","True","Few-shot","GPT-5"
"1424",74,"Yeah, that’s a whole.","That’s a whole.  That’s a whole  That’s a whole.  That’s a whole.","Mid","High","False","Few-shot","GPT-5"
"1425",75,"Only in multiplication you need to see how many places there are before it, but in addition you don’","Only in multiplication do you need to count your places behind your decimal.  In addition you just h","Mid","High","False","Few-shot","GPT-5"
"1426",76,"This is 13 and this is 16.","How much, darling, is this right here?","Mid","Mid","True","Few-shot","GPT-5"
"1427",77,"I did 56 and I could count 1, 2, 3, 4, 5, 6, 7, 8, 9, and so on, and then I got a remainder of – I g","All right, that’s fine.  So you’re just showing us how you solved the problem?","Mid","Mid","True","Few-shot","GPT-5"
"1428",78,"It’s going to be 8.","How do you know that?","Mid","High","False","Few-shot","GPT-5"
"1429",79,"I’m saying no, it’s meters.","Oh, sorry.  All right.  Let’s go on.  Number seven, Student M. Excuse me.","Mid","Low","False","Few-shot","GPT-5"
"1430",80,"Because there’s nothing on the dividend.","Divisor.  There’s not a decimal in the divisor, so I don’t have to move it over anywhere, okay.  So ","Mid","High","False","Few-shot","GPT-5"
"1431",81,"And then the three eighths is adding – well, you added three eighths to the eight eighths to get it.","Okay.  Why do we call this an improper fraction again?  Why is it called improper?","Mid","Mid","True","Few-shot","GPT-5"
"1432",82,"Could we put it like this?","They have to have those answers, Student J.  If they don’t have that, then mark it wrong.  Number 18","Mid","Low","False","Few-shot","GPT-5"
"1433",83,"[He said 8 times 22].","He said 8 times 3.  He said 20 times 24.  He gave me – you gave me a factor.  Go ahead.","Mid","Low","False","Few-shot","GPT-5"
"1434",84,"It’s equal by 6.","So what does that mean?  It’s only got the—","Mid","High","False","Few-shot","GPT-5"
"1435",85,"Three-thousand-five-hundred-twenty-six yards.","Okay.  Good job.  Nineteen, four yards or 13 feet.  Student?","Mid","Low","False","Few-shot","GPT-5"
"1436",86,"Because in every group there’s three circles.","Okay.  So, we have our four equal groups.  Now, shade in the group we originally circled, like, colo","Mid","Mid","True","Few-shot","GPT-5"
"1437",87,"I’ll just put it right there.","No, no, absolutely not, Student H.  This really about being organized.  Let me get a different erase","Mid","Low","False","Few-shot","GPT-5"
"1438",88,"6 becomes the thousandths place.  3 becomes the hundreds place. 5 becomes the ones place.","Mm-hmm.","Mid","Low","False","Few-shot","GPT-5"
