"","comment_id","text","human_emotions","model_emotions","exact_match","Technique","model"
"3411","111","Oh, Boy. You into phrenology too.","neutral","amusement","False","DSPy_300","GPT-3.5"
"3412","112",">provide a credible source. You first. For each claim.","neutral","neutral","True","DSPy_300","GPT-3.5"
"3413","113","Try this on anyone blue belt or above in bjj. Spoiler: it wont work","neutral","amusement","False","DSPy_300","GPT-3.5"
"3414","114","This is his worst season since his rookie year","neutral","disappointment","False","DSPy_300","GPT-3.5"
"3415","115","Do all you can. Really everything is put in perspective, my work seems very unimportant right now. ","neutral","realization","False","DSPy_300","GPT-3.5"
"3416","116","Mauston and Monticello were the beginning and end of my hope","optimism","neutral","False","DSPy_300","GPT-3.5"
"3417","117","I hope you aren’t saying that there is no co-relation between imperialism/colonialism and standards ","optimism","neutral","False","DSPy_300","GPT-3.5"
"3418","118","On time stat doesn't matter for anything meaningful, I wouldn't waste time contacting support over i","optimism","neutral","False","DSPy_300","GPT-3.5"
"3419","119","His time will come for that","optimism","optimism","True","DSPy_300","GPT-3.5"
"3420","120","This is the beginning of a comeback for the ages.","optimism","excitement","False","DSPy_300","GPT-3.5"
"3421","121","You become assertive and take back your share of the power and control over your life. Go get No Mor","pride","approval","False","DSPy_300","GPT-3.5"
"3422","122","Congratulations! I know it’s a hard thing to quit, I’m proud of you. ","pride","pride","True","DSPy_300","GPT-3.5"
"3423","123","Normally yeah but that was my friends first match ever and to encounter such a killer, who was runni","pride","disappointment, sadness","False","DSPy_300","GPT-3.5"
"3424","124","I never get sick of seeing me and my dad go absolutely fucking wild in that video","pride","amusement, excitement","False","DSPy_300","GPT-3.5"
"3425","125","I personally am very proud to be a vegetable. Corn, to be exact. Corn pride y'all","pride","pride","True","DSPy_300","GPT-3.5"
"3426","126","I already posted this 🤔🤷🏻‍♂️","realization","confusion","False","DSPy_300","GPT-3.5"
"3427","127","That's because it's called LATCH here and most people just call them ""car seat anchors"". Maybe that'","realization","neutral","False","DSPy_300","GPT-3.5"
"3428","128","You gotta watch with subtitles IMO. The dubbed English version looks and sounds ridiculous.","realization","neutral","False","DSPy_300","GPT-3.5"
"3429","129","You mean anti-intelligent","realization","disapproval","False","DSPy_300","GPT-3.5"
"3430","130","At first I thought this was talking about physical piracy (like stealing cargo ships) but now I unde","realization","confusion","False","DSPy_300","GPT-3.5"
"3431","131","you’re gonna do just fine","relief","optimism","False","DSPy_300","GPT-3.5"
"3432","132","This is really helpful to point out!!","relief","approval, gratitude","False","DSPy_300","GPT-3.5"
"3433","133","Oh good. It's nice to see confirmation that you're actually trolling, because no one is that stupid ","relief","anger, annoyance","False","DSPy_300","GPT-3.5"
"3434","134","The papers listed at might be of help.","relief","neutral","False","DSPy_300","GPT-3.5"
"3435","135","well that's no creepy in the slightest","relief","disapproval","False","DSPy_300","GPT-3.5"
"3436","136","Sorry, I wish I was wrong, but Mathews is over rated","remorse","disappointment, disapproval","False","DSPy_300","GPT-3.5"
"3437","137","Sorry guys, I went a little far... You can read my apology post here.","remorse","remorse","True","DSPy_300","GPT-3.5"
"3438","138","dude, your mom is a fuck-nugget, i’m so sorry you’re dealing with this ","remorse","anger, caring, disgust","False","DSPy_300","GPT-3.5"
"3439","139","I apologised an very long time ago as I was wrong at this point you are beating a dead horse","remorse","annoyance","False","DSPy_300","GPT-3.5"
"3440","140","WTH?! Sorry, but you might need better friends! That is wrong. So wrong. ","remorse","anger, disapproval","False","DSPy_300","GPT-3.5"
"3441","141","i also cried","sadness","sadness","True","DSPy_300","GPT-3.5"
"3442","142","Hm so sad. Am I supposed to feel bad for you because you don't look like [NAME] phelps? Btw, he's on","sadness","anger, disgust, sadness","False","DSPy_300","GPT-3.5"
"3443","143","Me me big sad.","sadness","sadness","True","DSPy_300","GPT-3.5"
"3444","144","Friend of the younger sister of girl who was killed. She told me it was a bad acid trip. Very sad, f","sadness","caring, grief, sadness","False","DSPy_300","GPT-3.5"
"3445","145","His misogyny is disturbing.","sadness","disapproval, disgust","False","DSPy_300","GPT-3.5"
"3446","146","Surprised to not see Three Arrows on the list when he went from no videos at all to over 100,000 sub","surprise","surprise","True","DSPy_300","GPT-3.5"
"3447","147","Considering how many of this involves hiding bottles, it wouldn’t surprise me.","surprise","surprise","True","DSPy_300","GPT-3.5"
"3448","148","That’s a wonderful meaningless word salad","surprise","amusement, disapproval","False","DSPy_300","GPT-3.5"
"3449","149","I can't believe you won!","surprise","admiration, surprise","False","DSPy_300","GPT-3.5"
"3450","150","I used to build a ramp and jump over other kids on my bike ala [NAME]... I was amazed at the time.","surprise","admiration","False","DSPy_300","GPT-3.5"
"3451","efeke1r","[NAME] damn it [NAME].","anger, annoyance","annoyance","False","Zero-shot","GPT-5"
"3452","eegefud","My husband and I are expecting a little boy. We will refuse to do the whole ""man up"" thing. No toxic masculinity here hopefully lol","desire, optimism","joy, optimism","False","Zero-shot","GPT-5"
"3453","ef2jexa","Yeah I’ve been watching these videos and they are great. Really well done.","admiration, gratitude","admiration","False","Zero-shot","GPT-5"
"3454","ed97gce","Our love is like, a violent game between children baby.","approval, love","love","False","Zero-shot","GPT-5"
"3455","eejam6j","This episode also had the segment where a paralized [NAME] communicates by farting. So, yes it is the worst. Lisa Goes Gaga is a close second.","anger, disgust","disapproval","False","Zero-shot","GPT-5"
"3456","edgyr8b","Good timing with the two breweries having just opened up. Gotta check them out when I'm in that neck of the woods again.","admiration","approval, desire","False","Zero-shot","GPT-5"
"3457","ed7uin2","Super cool to see","admiration","admiration","True","Zero-shot","GPT-5"
"3458","efbxjom","This was a beautiful moment for the FT coming together","admiration","admiration","True","Zero-shot","GPT-5"
"3459","eev528h","Must've been some damn good fries...","admiration","amusement","False","Zero-shot","GPT-5"
"3460","ee3ggkk","Mr. Met is a legend! Outrageous. Now... If you wanna talk about hateworthy mascots... The Phanatic fits the bill.","admiration","admiration, disapproval","False","Zero-shot","GPT-5"
"3461","eee8os5","Great, petty revenge instead of making your GF happy by removing [NAME] from her life, nice job!","admiration","disapproval, annoyance","False","Zero-shot","GPT-5"
"3462","eev3ial","The US version of The Office isn’t even the best version of The Office, never mind the best comedy ever.","amusement","disapproval","False","Zero-shot","GPT-5"
"3463","ed0p0gi","> Mother wasn't amused and I was forced to smile and bare it Wow, I would hate taking nude family portraits","amusement","disgust","False","Zero-shot","GPT-5"
"3464","edj7ya6","[NAME] got a serious case of the giggles today.","amusement","amusement","True","Zero-shot","GPT-5"
"3465","ee3dm5e","Busy night for you lol","amusement","amusement","True","Zero-shot","GPT-5"
"3466","ef0zbtx","because it’s funny","amusement","amusement","True","Zero-shot","GPT-5"
"3467","edg9z3r","This video is funny but every time I watch it I get so mad at the guys filming and their belittling comments!","amusement","anger, amusement","False","Zero-shot","GPT-5"
"3468","ee64dsq","It's a statistically slightly worse ICR, take that as you will.","anger","neutral","False","Zero-shot","GPT-5"
"3469","eedvd5c","Those inflated monopoly prices go back into Ontario coffers for services like roads and schools! How dare you question them. /s","anger","disapproval, annoyance","False","Zero-shot","GPT-5"
"3470","edslv30","“What the FUCK is this [NAME], explain!”","anger","anger, surprise","False","Zero-shot","GPT-5"
"3471","eesmsbe","Shithole universe i mean.","anger","disgust","False","Zero-shot","GPT-5"
"3472","eeblnfc","How dare you disparage a 3D printed JV riding a goddamn raptor","anger","anger","True","Zero-shot","GPT-5"
"3473","edlvsnk","Fuck isn't it nice to have a [NAME] on the team?","anger","approval, excitement","False","Zero-shot","GPT-5"
"3474","ef6tx1q","This was literally me!","annoyance","neutral","False","Zero-shot","GPT-5"
"3475","edalg04","And how often do you hear about feminists fighting for these women’s rights? Never. Feminists are cowards.","annoyance","anger, disapproval","False","Zero-shot","GPT-5"
"3476","edrf7wa","What a poor woman who only wanted to tell someone what to do.","annoyance","disapproval","False","Zero-shot","GPT-5"
"3477","ee3ns48","I’ve seen 62 to 8 in 12 hours up north. Weather is crazy stuff.","annoyance","surprise","False","Zero-shot","GPT-5"
"3478","edfk31g","Why don’t people just call the cops and give them the video?","annoyance","annoyance","True","Zero-shot","GPT-5"
"3479","edyjuwo","What? Shut up?","annoyance","surprise","False","Zero-shot","GPT-5"
"3480","efdbuxe","I like to answer ""CALLER 7, YOU ARE LIVE ON THE AIR!""","approval","amusement","False","Zero-shot","GPT-5"
"3481","ef16p4j","35-55 a week. no health restrictions, just eat what I feel like","approval","neutral","False","Zero-shot","GPT-5"
"3482","eeah494","Im having a lot of fun, please continue the show","approval","amusement","False","Zero-shot","GPT-5"
"3483","eezz1zn","hes doing it for his kid","approval","neutral","False","Zero-shot","GPT-5"
"3484","ee2a3l1","I I'm so honored","approval","gratitude","False","Zero-shot","GPT-5"
"3485","ednicm9","TBH I think they would've been better without the hot dog","approval","disapproval","False","Zero-shot","GPT-5"
"3486","efe691k","That's the opposite of a bad thing.","caring","approval","False","Zero-shot","GPT-5"
"3487","ee2yef5","Play something else and come back later. You’re burning yourself out","caring","caring","True","Zero-shot","GPT-5"
"3488","ef2ssjo","“No, you cannot get better” LOL","caring","amusement","False","Zero-shot","GPT-5"
"3489","edswvrb","At the end of the day you still have to let him know though. There is nothing embarrassing about frugality!","caring","approval","False","Zero-shot","GPT-5"
"3490","eebuqgf","He burnt out. Give it some time. Other option is he never really cared, but I find that unlikely. Also maybe life just happened.","caring","neutral","False","Zero-shot","GPT-5"
"3491","eeq2jyu","If everyone else can figure this out, then I don't see why it's so implausible for the US.","confusion","optimism","False","Zero-shot","GPT-5"
"3492","ef0t4sq","Alicorn then maybe?","confusion","neutral","False","Zero-shot","GPT-5"
"3493","edijcfx","Ghostbusters 2: ghost-bustier ?","confusion","amusement","False","Zero-shot","GPT-5"
"3494","edsxcax","Kinda like how he wants to “out” kids?","confusion","disapproval","False","Zero-shot","GPT-5"
"3495","ee87aji","I am confusion.","confusion","confusion","True","Zero-shot","GPT-5"
"3496","edkd7sr","That was a joke? And a joke you've been waiting to use for 10+ years?","curiosity","disapproval, surprise","False","Zero-shot","GPT-5"
"3497","edi37q6","What is everybody obsession with trading away young players in this sub?","curiosity","annoyance, disapproval","False","Zero-shot","GPT-5"
